Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents,,,,,,,,,,,,,,
Amneal Pharmaceuticals,115214216,Colestipol Hydrochloride,2021-09-13,123.78,This is a generic product that is not marketed,,41,,,,,,,This is an existing product with an updated NDC,,,,,,,,,,,,,,,
Amneal Pharmaceuticals,70121148307,arsenic Trioxide Injection 10mg/10ML (1 mg/1mL),2021-09-16,4266.11,This is a generic product that is not marketed,,41,,,,,,,,,,,,,,,,,,,,,,
Amneal Pharmaceuticals,70121165801,arsenic Trioxide Injection 12mg/6ML (2 mg/1mL),2021-09-16,5119.33,This is a generic product that is not marketed,,41,,,,,,,,,,,,,,,,,,,,,,
Amneal Pharmaceuticals,60219203601,Azathioprine 75mg,2021-11-22,1408.49,This is a generic product that is not marketed.,,1000000,,,,,,,This drug was developed in-house and was not acquired.,,,,,,,,,,,,,,,
ANIP,62559027705,Nebivolol Tablets 10mg 500ct,2021-10-01,1408.33,"ANI did some market research with customers to understand how many generic manufacturers would be coming to market on day 1.  We realized that we would be most likely be the only TAA compliant product that would qualify to sell to the government.  We were approached by a few companies that specialize in selling to the government to be our distribution and marketing partner and chose to go with Golden State.  Through their expertise in selling new generic launches, they gave us guidance on an opening price point discounted off the branded prices.  At this time, ANI is only focused on selling Nebivolol in the United States.",,12000,,,,,,,,,,,,,,,,,,,,,,
ANIP,62559027583,Nebivolol Tablets 2.5mg 2300ct,2021-10-01,6478.33,"ANI did some market research with customers to understand how many generic manufacturers would be coming to market on day 1.  We realized that we would be most likely be the only TAA compliant product that would qualify to sell to the government.  We were approached by a few companies that specialize in selling to the government to be our distribution and marketing partner and chose to go with Golden State.  Through their expertise in selling new generic launches, they gave us guidance on an opening price point discounted off the branded prices.  At this time, ANI is only focused on selling Nebivolol in the United States.",,12000,,,,,,,,,,,,,,,,,,,,,,
ANIP,62559027805,Nebivolol Tablets 20mg 500ct,2021-10-01,1408.33,"ANI did some market research with customers to understand how many generic manufacturers would be coming to market on day 1.  We realized that we would be most likely be the only TAA compliant product that would qualify to sell to the government.  We were approached by a few companies that specialize in selling to the government to be our distribution and marketing partner and chose to go with Golden State.  Through their expertise in selling new generic launches, they gave us guidance on an opening price point discounted off the branded prices.  At this time, ANI is only focused on selling Nebivolol in the United States.",,12000,,,,,,,,,,,,,,,,,,,,,,
ANIP,62559027671,Nebivolol Tablets 5mg 1100ct,2021-10-01,3098.33,"ANI did some market research with customers to understand how many generic manufacturers would be coming to market on day 1.  We realized that we would be most likely be the only TAA compliant product that would qualify to sell to the government.  We were approached by a few companies that specialize in selling to the government to be our distribution and marketing partner and chose to go with Golden State.  Through their expertise in selling new generic launches, they gave us guidance on an opening price point discounted off the branded prices.  At this time, ANI is only focused on selling Nebivolol in the United States.",,12000,,,,,,,,,,,,,,,,,,,,,,
ANIP,62559086015,Cortrophin Gel 400 USP units/5mL,2021-12-01,31851,"The Purified Cortrophin Gel marketing plan includes a small field-based sales force. Their efforts will focus on helping clinicians understand how to identify the appropriate chronic autoimmune disorder patients who could potentially benefit from treatment with Cortrophin Gel. Cortrophin Gel is generally reserved for use after first-line treatment or for acute treatment. Based on market research conducted by ANI, it’s estimated that there will be approximately 325 patients treated with Purified Cortrophin Gel in 2022. At this time, ANI is only focused on selling Purified Cortrophin Gel in the U.S.
 
ANI will be launching Cortrophin Gel in the US Market in the first quarter of 2022.  Cortrophin Gel is the first branded prescription alternative to Acthar Gel in the US Market.  ANI has decided to launch Cortrophin Gel at a discount of twenty percent from Acthar Gel in order to bring a more affordable Corticotropin therapy to patients who need this therapy.",,325,,,,,,,,,,,,,,,,,,,,,,
Apellis Pharmaceuticals,73606001001,Empaveli 1080mg/20ml (54 mg/ml) in a single dose vial,2021-05-18,4403.84,"Marketing:  EMPAVELITM is a FDA approved treatment for Paroxysmal Nocturnal Hemoglobinuria (PNH).  PNH often presents with persistently low hemoglobin, thrombosis and debilitating symptoms.   Apellis’s  approach will focus on educating healthcare providers and staff on how to diagnose PNH and provide information about treatment.  Educational materials will be provided across the patient journey, to both HCPs and to families, and highlight access and affordability support to ensure rapid access to EMPAVELI. 

Pricing:   EMPAVELITM has been developed for the treatment of patients with Paroxysmal Nocturnal Hemoglobinuria (PNH).  EMPAVELI provides an option to deliver a safe, effective treatment that reduces the risk of persistently low hemoglobin and other debilitating symptoms in patients.  EMPAVELI is priced responsibly compared to similar agents.  Pricing accounts for development costs, complexity of manufacturing, distribution, and storage.  Apellis demonstrates a strong commitment to patients and their ability to get access to care with support programs that leaves no patient behind.",,6000,,1,,,,,"Regarding the request for Acquisition Data (items 10-13), there is no data to report; not an Acquired Drug.",,,,,,,,,,,,,,,
Apotex Corp,60505612006,Micafungin PINJ 100mg,2021-02-12,1870,,1,2083,,,,,,,,,,,,,,,,,,,,,,
Apotex Corp,60505611905,Micafungin PINJ 50mg,2021-02-12,935,,1,2083,,,,,,,,,,,,,,,,,,,,,,
Apotex Corp,60505621401,Icatibant Acetate Inj,2021-04-15,2795.79,,1,6628,,,,,,,"Apotex’s trade secret information is very valuable to its competitors.  Disclosure of Apotex Trade Secrets would permit Apotex’s competitors to understand Apotex’s potential pricing for Icatibant Acetate Inj and limitations on discounting, etc., such as by learning pricing methodology for Icatibant Acetate Inj.  Such information would provide Apotex’s competitors an unfair advantage in competing for customers.  The generic drug market is highly competitive in many therapeutic classes, making Apotex Trade Secrets very valuable to both Apotex and its competitors.   
Because of the measures put in place by Apotex to protect the information, Apotex submits that it would be extremely difficult for anyone, including a competitor, to obtain a copy of Apotex Trade Secrets unless release as public information by the state of Oregon Department of Consumer and Business Services.  Apotex is not aware of any Apotex Trade Secrets presently in any of its competitor’s hands.  Competitors in the industry with one another should not share such trade secret information because it is competition sensitive. Indeed, competitors that share trade secret information, including pricing and production costs, with one another could be pursued by regulatory authorities for violating laws prohibiting collusive bidding and anti-competitive conduct.  Apotex Trade Secrets cannot be properly or legally acquired by its competitors.
In conclusion, because Apotex Trade Secrets meet the definition of  “trade secret” under the Federal Defend Trade Secrets Act of 2016, codified at 18 U.S.C. 1836, and the Price Transparency reporting for Icatibant Acetate Inj was marked to reflect such.",,,,,,,,,,,,,,,
Apotex Corp,60505476406,ABIRATERONE FCT 500MG 60 BTL,2021-07-14,4964.48,,1,20833,,,,,,,"Apotex’s trade secret information is very valuable to its competitors.  Disclosure of Apotex Trade Secrets would permit Apotex’s competitors to understand Apotex’s potential pricing for Abiraterone and limitations on discounting, etc., such as by learning pricing methodology for Abiraterone.  Such information would provide Apotex’s competitors an unfair advantage in competing for customers.  The generic drug market is highly competitive in many therapeutic classes, making Apotex Trade Secrets very valuable to both Apotex and its competitors.",,,,,,,,,,,,,,,
"Arbor Pharmaceuticals, LLC",24338041024,Chlorpromazine Hydrocloride Oral Concentrate 100mg/mL 240mL Bottle,2021-08-09,2160,Chlorpromazine Hydrochloride Oral Concentrate is the only FDA approved oral concentrate of chlorpromazine which serves an unmet need for patients who need chlorpromazine but can’t or won’t swallow chlorpromazine tablets.  It is priced on a comparative dose to dose cost similar to  the existing brand tablet forms.,,2200000,,,,,,,,,,,,,,,,,,,,,,
argenx US Inc.,7347530415,VYVGART™ (efgartigimod alfa-fcab) 400 mg per 20 mL (20mg/mL) single use vial,2021-12-27,5950,,1,1,,,,,,,"The ""estimated patients"" quantity does not exist. We do not have information available that provides a reasonable basis to determine the estimated number of patients per month. Consistent with Cal. Health & Safety Code 127681(c), argenx is limiting its response to that which is otherwise in the public domain or publicly available. argenx’s estimated number of patients is argenx confidential and proprietary information and is not in the public domain or publicly available.",,,,,,,,,,,,,,,
"Ascend Laboratories, LLC",67877067362,Rufinamide Oral Suspension 40mg 460ML,2021-03-03,1202.38,,1,1,,,,,,,"Please note that an entry of ""1"" in the Estimated Average patients per month is essentially a place holder as the system does not allow a blank entry.  The number of estimated patients is unknown to Ascend, and therefore cannot provide this information.",,,,,,,,,,,,,,,
"Ascend Laboratories, LLC",67877074801,SIROLIMUS 2MG TABLETS,2021-03-23,997.82,,1,1,,,,,,,"Please note that an entry of ""1"" in the Estimated Average patients per month is essentially a place holder as the system does not allow a blank entry.  The number of estimated patients is unknown to Ascend, and therefore cannot provide this information.",,,,,,,,,,,,,,,
"Ascend Laboratories, LLC",67877073101,Chlordiazepoxide HCL 5/2.5mg 100 Caps,2021-04-01,840,,1,40000000,,,,,,,"Please note that an entry of ""1"" in the Estimated Average patients per month is essentially a place holder as the system does not allow a blank entry.  The number of estimated patients is unknown to Ascend, and therefore cannot provide this information.

Chlordiazepoxide is an FDA approved medication for adults with mild to moderate to severe anxiety, preoperative anxiety and alcohol withdrawal",,,,,,,,,,,,,,,
"Ascend Laboratories, LLC",67877063633,Tolvaptan 30mg 1X10 Tabs,2021-05-10,4805.25,,1,12000000,,,,,,,"Autosomal dominant polycystic kidney disease (ADPKD) is the most common hereditary kidney disease affecting over 12 million people worldwide. It's estimated that between 1 in every 400 to 2,500 people has the disease. It can affect women and men, across all ethnic groups.",,,,,,,,,,,,,,,
"Ascend Laboratories, LLC",67877072131,EVEROLIMUS 1MG TABLET 60 tabs,2021-11-30,2047.5,"Ascend does not have patented marketing information. Any marketing related to this product is only known to Ascend's commercial team.  Marketing information has potential value and allowing this information to remain non-public and confidential, allows Ascend to obtain a business advantage over its competitors who do not know Ascend's marketing information.  Making this public would not serve the public interest and therefore is not required.
Ascend does not have patented pricing methodology information. Any pricing methodology information related to this product is only known to Ascend's commercial team.  Pricing methodology information has potential value and allowing this information to remain non-public and confidential, allows Ascend to obtain a business advantage over its competitors who do not know Ascend's pricing methodology information.  Making this public would not serve the public interest and therefore is not required.",,1,,,,,,,The estimated number of patients is unknown to Ascend Laboratories.  This is a generic product with more than one manufacturer.,,,,,,,,,,,,,,,
"Ascend Laboratories, LLC",67877072031,EVEROLIMUS 0.75MG TABLET 60 Tabs,2021-12-01,750,"Ascend does not have patented marketing information. Any marketing related to this product is only known to Ascend's commercial team.  Marketing information has potential value and allowing this information to remain non-public and confidential, allows Ascend to obtain a business advantage over its competitors who do not know Ascend's marketing information.  Making this public would not serve the public interest and therefore is not required.
Ascend does not have patented pricing methodology information. Any pricing methodology information related to this product is only known to Ascend's commercial team.  Pricing methodology information has potential value and allowing this information to remain non-public and confidential, allows Ascend to obtain a business advantage over its competitors who do not know Ascend's pricing methodology information.  Making this public would not serve the public interest and therefore is not required.",,0,,,,,,,The estimated total of patients is unknown as of this time.,,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000601,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection.  20.8 mg/package.",2021-10-13,4544.8,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000701,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection.  25.2 mg/package",2021-10-13,5506.2,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000401,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 14.4 mg/package.",2021-10-13,3146.4,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000501,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 17.2 mg/package.",2021-10-13,3758.2,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000801,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 30.4 mg/package.",2021-10-13,6642.4,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000901,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 36.4 mg/package.",2021-10-13,7953.4,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362001001,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 44 mg/package.",2021-10-13,9614,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362001101,"SKYTROFA is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 53.2/package.",2021-10-13,11624.2,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Ascendis Pharma, Inc.",73362000301,"SKYTROFA? is a lyophilized powder available in single-dose, dual-chamber, prefilled cartridges containing lonapegsomatropin-tcgd and diluent, water for Injection. 12 mg/package.",2021-10-13,2622,,1,40000,,,,,,,"WAC per mg is $218.50.  WAC is an undiscounted price that does not reflect chargebacks, discounts, rebates or other price reductions received by customers.  The amount the patient pays will largely depend on his/her prescription drug insurance plan or eligibility for support programs.
Regarding the Estimated Patients, it is estimated that  about 40K of children in the United States have pediatric growth hormone deficiency condition. Ascendis deems information regarding its forecasted market share, including the estimated number of patients for each NDC to be proprietary and confidential.",,,,,,,,,,,,,,,
"Astellas Pharma US, Inc.",469062599,Xtandi® (enzalutamide) 40 mg Tablets,2021-03-01,12275.7,,1,,,,,,,,"Astellas has not released the information requested in column 7 (estimated volume of patients that may be prescribed the drug) in the public domain. Further, Astellas does not currently believe this information is in the public domain or publicly available. As a result, Astellas is limiting its response to this reporting requirement pursuant to Cal. Health & Safety Code Section 127681(c). Xtandi Tablets was not acquired; therefore, columns 10 – 13 are intentionally left blank.",,,,,,,,,,,,,,,
"Astellas Pharma US, Inc.",469072560,Xtandi® (enzalutamide) 80 mg Tablets,2021-03-01,12275.7,,1,,,,,,,,"Astellas has not released the information requested in column 7 (estimated volume of patients that may be prescribed the drug) in the public domain. Further, Astellas does not currently believe this information is in the public domain or publicly available. As a result, Astellas is limiting its response to this reporting requirement pursuant to Cal. Health & Safety Code Section 127681(c). Xtandi Tablets was not acquired; therefore, columns 10 – 13 are intentionally left blank.",,,,,,,,,,,,,,,
AstraZeneca ,310061028,Name- Koselugo (selumetinib) Dosage- 25mg/m2 Form- Capsules: 10mg 28 count bottle,2021-05-20,2117.08,"AstraZeneca will engage 2 sales representatives to cover the state of California. Patient brochures as well as therapy management guides, may be left behind in offices for informational purposes. AstraZeneca provides online resources via KOSELUGO™ US healthcare professionals and patient websites. Patients may register for the KOSELUGO™ support program via the website which will enroll them in a digital relationship marketing program to receive materials such as welcome letters, patient brochures, etc. The KOSELUGO™ patient savings program for eligible commercially insured patients will be available for patients in California and can be found via AstraZeneca’s Product website. The KOSELUGO™ is currently only marketed in the United States. When setting the price of medicines AstraZeneca aims to reflect its value to patients, to payers, and to society in general as well as the cost of research and development (R&D). AstraZeneca’s pricing decisions are based on many factors that reflect our commitment to patients and the US Healthcare System as well as our obligation to shareholders. We are mindful of healthcare costs and are working to explore innovative opportunities and solutions working with others in the US Healthcare system to deliver innovative medicines while considering cost and value. Importantly, the WAC or list price is rarely the price paid by an individual patient as it does not account for a series of factors, including individual insurance plan design, provider access, assistance programs or savings offers.",,1556,1,1,2003-12-18,,1,"KOSELUGO™ is an orally available, inhibitor of mitogen-activated protein kinases 1 and 2 (MEK1/2) and is indicated for the treatment of pediatric patients 2 years and older with neurofibromatosis type 1 (NF1) who have symptomatic, inoperable plexiform neurofibromas (PN).",,,,,,,,,,,,,,,,
AstraZeneca ,310062528,Name- Koselugo (selumetinib) Dosage- 25mg/m2 Form- Capsules: 25mg 28 count bottle,2021-05-20,5292.56,"AstraZeneca will engage 2 sales representatives to cover the state of California. Patient brochures as well as therapy management guides, may be left behind in offices for informational purposes. AstraZeneca provides online resources via KOSELUGO™ US healthcare professionals and patient websites. Patients may register for the KOSELUGO™ support program via the website which will enroll them in a digital relationship marketing program to receive materials such as welcome letters, patient brochures, etc. The KOSELUGO™ patient savings program for eligible commercially insured patients will be available for patients in California and can be found via AstraZeneca’s Product website. The KOSELUGO™ is currently only marketed in the United States. When setting the price of medicines AstraZeneca aims to reflect its value to patients, to payers, and to society in general as well as the cost of research and development (R&D). AstraZeneca’s pricing decisions are based on many factors that reflect our commitment to patients and the US Healthcare System as well as our obligation to shareholders. We are mindful of healthcare costs and are working to explore innovative opportunities and solutions working with others in the US Healthcare system to deliver innovative medicines while considering cost and value. Importantly, the WAC or list price is rarely the price paid by an individual patient as it does not account for a series of factors, including individual insurance plan design, provider access, assistance programs or savings offers.",,1556,1,1,2003-12-18,,1,"KOSELUGO™ is an orally available, inhibitor of mitogen-activated protein kinases 1 and 2 (MEK1/2) and is indicated for the treatment of pediatric patients 2 years and older with neurofibromatosis type 1 (NF1) who have symptomatic, inoperable plexiform neurofibromas (PN).",,,,,,,,,,,,,,,,
AstraZeneca ,310304000,SAPHNELO (anifrolumab-fnia): LIQUID 300mg/2mL 300mg VIAL,2021-08-02,4600.54,"AstraZeneca will engage 2 sales representative to cover the state of California. Patient brochures as well as therapy management guides, may be left behind in offices for informational purposes.
AstraZeneca provides online resources via SAPHNELO™ US healthcare professionals and patient websites. Patients may register for the SAPHNELO™ support program via the website which will enroll them in a digital relationship marketing program to receive materials such as welcome letters, patient brochures, etc. The SAPHNELO™ patient savings program for eligible commercially insured patients will be available for patients in New Hampshire and can be found via AstraZeneca’s Product website. 
The SAPHNELO™ is currently only marketed in the United States.       When setting the price of medicines AstraZeneca aims to reflect its value to patients, to payers, and to society in general as well as the cost of research and development (R&D).  AstraZeneca’s pricing decisions are based on many factors that reflect our commitment to patients and the US Healthcare System as well as our obligation to shareholders. We are mindful of healthcare costs and are working to explore innovative opportunities and solutions working with others in the US Healthcare system to deliver innovative medicines while considering cost and value.  
Importantly, the WAC or list price is rarely the price paid by an individual patient as it does not account for a series of factors, including individual insurance plan design, provider access, assistance programs or savings offers.",,300000,,,,,,,"SAPHNELO (anifrolumab-fnia) is indicated for the treatment of adult patients with moderate to severe systemic lupus erythematosus (SLE), who are receiving standard therapy.",,,,,,,,,,,,,,,
"Aurinia Pharma U.S., Inc.",75626000101,LUPKYNIS (voclosporin),2021-01-22,3950,"Specific marketing and pricing plans are not available in the public domain or publicly available.  To market LUPKYNIS, Aurinia engages in activities with healthcare providers and appropriate patients to increase awareness and understanding of lupus nephritis and this drug product which is the first oral treatment specifically approved for adult patients with active lupus nephritis.  When determining the price of LUPKYNIS, we considered the value that this innovative product offers to patients and the US healthcare system as a whole in the context of the lupus nephritis disease burden. Our objectives when setting the price for LUPKYNIS were to ensure that: Patients and clinicians have access to this new valuable treatment option; the healthcare system benefits from reduced economic disease burden from Lupus Nephritis; the value of LUPKYNIS relative to other treatment options is reflected; Aurinia can continue to invest in patient support and future innovation.",,100000,,1,,,,,"It is estimated that between 200-300K patients have systemic lupus erythematosus (SLE) in the US.  Approximately 40-50% of those patients will develop lupus nephritis over their lifetime.  There are no available population estimates that quantify the number of lupus nephritis patients with active disease.  We expect that a subset of these lupus nephritis patients with active disease may be prescribed LUPKYNIS.

The product was not acquired",,,,,,,,,,,,,,,
"Aurobindo Pharma USA, Inc.",59651037790,Droxidopa Capsules USP 300 mg 90/Bottle,2021-02-18,688.05,,1,5000,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=563,,,,,,,,,,,,,,
AuroMedics Pharma LLC,55150029710,"Dexmedetomidine HCl Injection, Single Dose Bag 400mcg/100mL - 10s",2021-02-10,800,we plan to market the drug to hospital customers,,100000,,,2020-12-07,,1,acquisition price is proprietary,"this is a generic drug, with several other manufacturers in the market. number of patients is an estimate",,,,,,,,,,,,,,,
AuroMedics Pharma LLC,55150027101,"Cyclophosphamide Injection, SDV 1g/5mL - 1s",2021-10-12,730,"We plan to market the drug to oncology physicians, clinics and hospitals",,65000,,,,,,,"This is a 505b2 drug, with other manufacturers and drug presentations in the market. Number of patients is an estimate.",,,,,,,,,,,,,,,
AuroMedics Pharma LLC,55150031625,"Isoproterenol Hydrochloride Injection USP, 0.2mg/1mL Ampules - 25s",2021-12-31,11250,We plan to market the drug to hospital customers,,5000,,,,,,,"This is a generic drug, with other manufacturers and drug presentations in the market. Number of patients is an estimate",,,,,,,,,,,,,,,
AuroMedics Pharma LLC,55150031710,"Isoproterenol Hydrochloride Injection USP, 1mg/5mL Ampules - 10s",2021-12-31,5450,We plan to market the drug to hospital customers,,5000,,,,,,,"This is a generic drug, with other manufacturers and drug presentations in the market. Number of patients is an estimate.",,,,,,,,,,,,,,,
"AVEO Pharmaceuticals, Inc.",45629008901,Fotivada Oral Capsule .89mg/cap,2021-03-24,24150,"Marketing: Fotivada is a treatment for relapsed or refractory advanced renal cell carcinoma (RCC) in adult patients.  Aveo's marketing approach will focus on educating health care providers on how to diagnose and treat patients efficiently to relieve symptoms for patients.  Educational materials will be provided across the patient journey, to both HCPs and to families, and highlight access and affordability support for Fotivada to ensure rapid access to therapy.

Pricing: Fotivada has been developed for the treatment of relapsed or refractory advanced renal cell carcinoma (RCC).  Fotivada provides an option to deliver a safe, effective treatment that reduces the symptoms in patients.  Fotivada is priced responsibly compared to similar oncology agents with significant clinical benefit and disease modification. Pricing accounts for development costs, complexity of manufacturing, distribution, and storage.  Aveo demonstrates a strong commitment to patients and their ability to get access to care with support programs that leaves no patient behind.",,48000,,,,,,,,,,,,,,,,,,,,,,
"AVEO Pharmaceuticals, Inc.",45629013401,Fotivada Oral Capsule 1.34mg/cap,2021-03-24,24150,"Marketing: Fotivada is a treatment for relapsed or refractory advanced renal cell carcinoma (RCC) in adult patients.  Aveo's marketing approach will focus on educating health care providers on how to diagnose and treat patients efficiently to relieve symptoms for patients.  Educational materials will be provided across the patient journey, to both HCPs and to families, and highlight access and affordability support for Fotivada to ensure rapid access to therapy.

Pricing: Fotivada has been developed for the treatment of relapsed or refractory advanced renal cell carcinoma (RCC).  Fotivada provides an option to deliver a safe, effective treatment that reduces the symptoms in patients.  Fotivada is priced responsibly compared to similar oncology agents with significant clinical benefit and disease modification. Pricing accounts for development costs, complexity of manufacturing, distribution, and storage.  Aveo demonstrates a strong commitment to patients and their ability to get access to care with support programs that leaves no patient behind.",,48000,,,,,,,,,,,,,,,,,,,,,,
AvKare,42291020516,PHENobarbital-Belladonna Alk Oral Elixir 16.2 MG/5ML,2021-03-16,1297.83,,1,3400000,,,,,,,This drug was not acquired,,,,,,,,,,,,,,,
AvKare,42291043930,Emtricitabine-Tenofovir DF Oral Tablet 200-300 MG,2021-04-12,861.36,,1,1200000,,,,,,,Drug was not acquired,,,,,,,,,,,,,,,
AvKare,50268033112,Flucytosine Oral Capsule 250 MG,2021-05-10,1631.77,,1,220000,,,,,,,,,,,,,,,,,,,,,,
AvKare,50268033212,Flucytosine Oral Capsule 500 MG,2021-05-10,3082.94,,1,220000,,,,,,,,,,,,,,,,,,,,,,
AvKare,42291007360,Abiraterone Acetate 500mg Tablet 60ct,2021-07-12,6339.58,,1,248530,,,,,,,Drug was not acquired,,,,,,,,,,,,,,,
B. Braun Medical Inc.,264440054,1 g of Magnesium Sulfate in 100 mL 5% Dextrose Injection,2021-09-09,153.12,"WAC pricing is based on B. Braun's assessment of costs to develop and produce the drug as well as an assessment of market pricing for similar products.  At the time of entering the commercial market, the marketing plan for this drug was still in development and not available at the time of this notification.  Marketing of this drug is expected to begin in October 2021.",,400000,,,,,,,"There was a question regarding the Course of Therapy and we were unable to calculate to cost until we resolved the question causing the delay in reporting.


The Prices noted herein are B. Braun's distributor in-to-stock prices for its authorized distributors, as published by third party database companies, such as Red Book, First Databank, Medi-Span and Gold Standard. B. Braun's in-to-stock prices may not represent actual transaction prices, and do not include prompt pay or other discounts, rebates, chargebacks, or other reductions in price.  By providing a distributor in-to-stock price, B. Braun does not make any representation or suggestion concerning the amount for which any healthcare provider should be or should seek to be reimbursed or the likelihood of coverage or reimbursement for any referenced product.  These prices should not be considered a reflection of the actual selling prices for products purchased from B. Braun or B. Braun's view of the actual prices at which B. Braun's products may be resold by wholesalers or other customers.",,,,,,,,,,,,,,,
